country_code,date,indicator_value,country_id,country_value,gdp
LCN,1973,GDP per capita (current US$),ZJ,Latin America & Caribbean,$951.36
LCN,1972,GDP per capita (current US$),ZJ,Latin America & Caribbean,$732.67
LCN,1971,GDP per capita (current US$),ZJ,Latin America & Caribbean,$667.40
LCN,1970,GDP per capita (current US$),ZJ,Latin America & Caribbean,$613.15
LCN,1969,GDP per capita (current US$),ZJ,Latin America & Caribbean,$576.24
LCN,1968,GDP per capita (current US$),ZJ,Latin America & Caribbean,$528.84
LCN,1967,GDP per capita (current US$),ZJ,Latin America & Caribbean,$505.45
LCN,1966,GDP per capita (current US$),ZJ,Latin America & Caribbean,$508.42
LCN,1965,GDP per capita (current US$),ZJ,Latin America & Caribbean,$474.22
LCN,1964,GDP per capita (current US$),ZJ,Latin America & Caribbean,$453.24
LCN,1963,GDP per capita (current US$),ZJ,Latin America & Caribbean,$420.18
LCN,1962,GDP per capita (current US$),ZJ,Latin America & Caribbean,$423.65
LCN,1961,GDP per capita (current US$),ZJ,Latin America & Caribbean,$397.53
LCN,1960,GDP per capita (current US$),ZJ,Latin America & Caribbean,$385.62
LAC,2021,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$7,728.03"
LAC,2020,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$6,789.39"
LAC,2019,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$8,181.62"
LAC,2018,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$8,384.85"
LAC,2017,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$8,729.18"
LAC,2016,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$7,909.63"
LAC,2015,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$8,223.39"
LAC,2014,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$9,775.57"
LAC,2013,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$9,834.53"
LAC,2012,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$9,686.91"
LAC,2011,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$9,847.60"
LAC,2010,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$8,520.92"
LAC,2009,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$6,877.57"
LAC,2008,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$7,489.09"
LAC,2007,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$6,545.23"
LAC,2006,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$5,602.06"
LAC,2005,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,857.12"
LAC,2004,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,060.40"
LAC,2003,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$3,602.59"
LAC,2002,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$3,568.86"
LAC,2001,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,024.83"
LAC,2000,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,198.97"
LAC,1999,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$3,852.18"
LAC,1998,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,413.50"
LAC,1997,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,462.96"
LAC,1996,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$4,156.15"
LAC,1995,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$3,869.40"
LAC,1994,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$3,675.70"
LAC,1993,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$3,147.22"
LAC,1992,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,717.96"
LAC,1991,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,548.26"
LAC,1990,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,426.89"
LAC,1989,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,048.43"
LAC,1988,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,858.11"
LAC,1987,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,705.99"
LAC,1986,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,620.88"
LAC,1985,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,654.33"
LAC,1984,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,702.98"
LAC,1983,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,721.27"
LAC,1982,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,034.55"
LAC,1981,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,253.37"
LAC,1980,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$2,012.17"
LAC,1979,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,704.88"
LAC,1978,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,486.34"
LAC,1977,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,338.47"
LAC,1976,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,262.47"
LAC,1975,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,187.17"
LAC,1974,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),"$1,127.26"
LAC,1973,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$878.96
LAC,1972,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$673.18
LAC,1971,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$606.55
LAC,1970,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$561.73
LAC,1969,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$529.70
LAC,1968,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$485.06
LAC,1967,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$462.77
LAC,1966,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$467.03
LAC,1965,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$434.04
LAC,1964,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$411.45
LAC,1963,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$368.90
LAC,1962,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$376.58
LAC,1961,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$356.23
LAC,1960,GDP per capita (current US$),XJ,Latin America & Caribbean (excluding high income),$349.93
TLA,2021,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$8,108.92"
TLA,2020,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$7,081.45"
TLA,2019,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$8,526.27"
TLA,2018,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$8,754.29"
TLA,2017,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$9,050.94"
TLA,2016,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$8,199.17"
TLA,2015,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$8,497.46"
TLA,2014,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$10,369.92"
TLA,2013,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$10,280.42"
TLA,2012,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$10,144.34"
TLA,2011,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$10,157.71"
TLA,2010,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$9,007.38"
TLA,2009,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$7,288.22"
TLA,2008,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$7,868.89"
TLA,2007,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$6,813.39"
TLA,2006,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$5,821.73"
TLA,2005,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$5,011.70"
TLA,2004,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$4,169.30"
TLA,2003,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$3,648.56"
TLA,2002,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$3,629.98"
TLA,2001,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$4,135.92"
TLA,2000,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$4,310.64"
TLA,1999,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$3,955.88"
TLA,1998,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$4,488.98"
TLA,1997,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$4,534.11"
TLA,1996,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$4,201.16"
TLA,1995,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$3,929.51"
TLA,1994,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$3,678.31"
TLA,1993,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$3,185.12"
TLA,1992,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,780.48"
TLA,1991,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,581.86"
TLA,1990,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,434.35"
TLA,1989,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,064.78"
TLA,1988,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,921.05"
TLA,1987,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,750.18"
TLA,1986,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,695.85"
TLA,1985,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,738.50"
TLA,1984,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,785.56"
TLA,1983,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,834.35"
TLA,1982,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,161.44"
TLA,1981,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,396.58"
TLA,1980,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$2,136.28"
TLA,1979,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,787.34"
TLA,1978,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,537.41"
TLA,1977,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,393.19"
TLA,1976,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,296.60"
TLA,1975,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,208.99"
TLA,1974,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),"$1,184.56"
TLA,1973,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$927.86
TLA,1972,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$708.65
TLA,1971,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$646.62
TLA,1970,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$596.11
TLA,1969,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$560.87
TLA,1968,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$515.24
TLA,1967,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$493.30
TLA,1966,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$497.78
TLA,1965,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$464.50
TLA,1964,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$444.65
TLA,1963,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$412.29
TLA,1962,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$416.80
TLA,1961,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$391.56
TLA,1960,GDP per capita (current US$),T2,Latin America & the Caribbean (IDA & IBRD countries),$380.49
LDC,2021,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,164.92"
LDC,2020,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,095.77"
LDC,2019,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,100.03"
LDC,2018,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,073.32"
LDC,2017,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,114.92"
LDC,2016,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,021.79"
LDC,2015,GDP per capita (current US$),XL,Least developed countries: UN classification,$997.13
LDC,2014,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,055.49"
LDC,2013,GDP per capita (current US$),XL,Least developed countries: UN classification,"$1,005.61"
LDC,2012,GDP per capita (current US$),XL,Least developed countries: UN classification,$945.17
LDC,2011,GDP per capita (current US$),XL,Least developed countries: UN classification,$921.73
LDC,2010,GDP per capita (current US$),XL,Least developed countries: UN classification,$812.82
LDC,2009,GDP per capita (current US$),XL,Least developed countries: UN classification,$732.72
LDC,2008,GDP per capita (current US$),XL,Least developed countries: UN classification,$745.31
LDC,2007,GDP per capita (current US$),XL,Least developed countries: UN classification,$624.97
LDC,2006,GDP per capita (current US$),XL,Least developed countries: UN classification,$532.95
LDC,2005,GDP per capita (current US$),XL,Least developed countries: UN classification,$470.84
LDC,2004,GDP per capita (current US$),XL,Least developed countries: UN classification,$408.10
LDC,2003,GDP per capita (current US$),XL,Least developed countries: UN classification,$361.77
LDC,2002,GDP per capita (current US$),XL,Least developed countries: UN classification,$330.81
LDC,2001,GDP per capita (current US$),XL,Least developed countries: UN classification,$312.88
LDC,2000,GDP per capita (current US$),XL,Least developed countries: UN classification,$327.97
LDC,1999,GDP per capita (current US$),XL,Least developed countries: UN classification,$292.83
LDC,1998,GDP per capita (current US$),XL,Least developed countries: UN classification,$292.37
LDC,1997,GDP per capita (current US$),XL,Least developed countries: UN classification,$294.50
LDC,1996,GDP per capita (current US$),XL,Least developed countries: UN classification,$286.91
LDC,1995,GDP per capita (current US$),XL,Least developed countries: UN classification,$266.81
LDC,1994,GDP per capita (current US$),XL,Least developed countries: UN classification,$238.98
LDC,1993,GDP per capita (current US$),XL,Least developed countries: UN classification,$265.24
LDC,1992,GDP per capita (current US$),XL,Least developed countries: UN classification,$272.25
LDC,1991,GDP per capita (current US$),XL,Least developed countries: UN classification,$370.67
LDC,1990,GDP per capita (current US$),XL,Least developed countries: UN classification,$354.08
LDC,1989,GDP per capita (current US$),XL,Least developed countries: UN classification,$312.73
LDC,1988,GDP per capita (current US$),XL,Least developed countries: UN classification,$296.77
LDC,1987,GDP per capita (current US$),XL,Least developed countries: UN classification,$276.30
LDC,1986,GDP per capita (current US$),XL,Least developed countries: UN classification,$257.70
LDC,1985,GDP per capita (current US$),XL,Least developed countries: UN classification,$245.81
LDC,1984,GDP per capita (current US$),XL,Least developed countries: UN classification,$240.89
LDC,1983,GDP per capita (current US$),XL,Least developed countries: UN classification,$247.71
LDC,1982,GDP per capita (current US$),XL,Least developed countries: UN classification,$267.00
LDC,1981,GDP per capita (current US$),XL,Least developed countries: UN classification,$276.91
LDC,1980,GDP per capita (current US$),XL,Least developed countries: UN classification,$284.13
LDC,1979,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1978,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1977,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1976,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1975,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1974,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1973,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1972,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1971,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1970,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1969,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1968,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1967,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1966,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1965,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1964,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1963,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1962,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1961,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LDC,1960,GDP per capita (current US$),XL,Least developed countries: UN classification,$nan
LMY,2021,GDP per capita (current US$),XO,Low & middle income,"$5,494.40"
LMY,2020,GDP per capita (current US$),XO,Low & middle income,"$4,723.80"
LMY,2019,GDP per capita (current US$),XO,Low & middle income,"$4,952.23"
LMY,2018,GDP per capita (current US$),XO,Low & middle income,"$4,900.57"
LMY,2017,GDP per capita (current US$),XO,Low & middle income,"$4,679.99"
LMY,2016,GDP per capita (current US$),XO,Low & middle income,"$4,313.15"
LMY,2015,GDP per capita (current US$),XO,Low & middle income,"$4,329.31"
LMY,2014,GDP per capita (current US$),XO,Low & middle income,"$4,626.39"
LMY,2013,GDP per capita (current US$),XO,Low & middle income,"$4,532.42"
LMY,2012,GDP per capita (current US$),XO,Low & middle income,"$4,339.27"
LMY,2011,GDP per capita (current US$),XO,Low & middle income,"$4,134.04"
LMY,2010,GDP per capita (current US$),XO,Low & middle income,"$3,550.79"
LMY,2009,GDP per capita (current US$),XO,Low & middle income,"$2,956.59"
LMY,2008,GDP per capita (current US$),XO,Low & middle income,"$3,062.99"
LMY,2007,GDP per capita (current US$),XO,Low & middle income,"$2,594.38"
LMY,2006,GDP per capita (current US$),XO,Low & middle income,"$2,129.10"
LMY,2005,GDP per capita (current US$),XO,Low & middle income,"$1,818.73"
LMY,2004,GDP per capita (current US$),XO,Low & middle income,"$1,548.97"
LMY,2003,GDP per capita (current US$),XO,Low & middle income,"$1,323.53"
LMY,2002,GDP per capita (current US$),XO,Low & middle income,"$1,191.70"
LMY,2001,GDP per capita (current US$),XO,Low & middle income,"$1,179.35"
LMY,2000,GDP per capita (current US$),XO,Low & middle income,"$1,186.29"
LMY,1999,GDP per capita (current US$),XO,Low & middle income,"$1,101.81"
LMY,1998,GDP per capita (current US$),XO,Low & middle income,"$1,142.45"
LMY,1997,GDP per capita (current US$),XO,Low & middle income,"$1,198.98"
LMY,1996,GDP per capita (current US$),XO,Low & middle income,"$1,151.06"
LMY,1995,GDP per capita (current US$),XO,Low & middle income,"$1,067.34"
LMY,1994,GDP per capita (current US$),XO,Low & middle income,$962.30
LMY,1993,GDP per capita (current US$),XO,Low & middle income,$892.39
LMY,1992,GDP per capita (current US$),XO,Low & middle income,$850.79
LMY,1991,GDP per capita (current US$),XO,Low & middle income,$838.74
LMY,1990,GDP per capita (current US$),XO,Low & middle income,$883.18
LMY,1989,GDP per capita (current US$),XO,Low & middle income,$781.49
LMY,1988,GDP per capita (current US$),XO,Low & middle income,$766.60
LMY,1987,GDP per capita (current US$),XO,Low & middle income,$735.92
LMY,1986,GDP per capita (current US$),XO,Low & middle income,$727.11
LMY,1985,GDP per capita (current US$),XO,Low & middle income,$714.89
LMY,1984,GDP per capita (current US$),XO,Low & middle income,$701.60
LMY,1983,GDP per capita (current US$),XO,Low & middle income,$708.10
LMY,1982,GDP per capita (current US$),XO,Low & middle income,$747.96
LMY,1981,GDP per capita (current US$),XO,Low & middle income,$774.65
LMY,1980,GDP per capita (current US$),XO,Low & middle income,$703.81
LMY,1979,GDP per capita (current US$),XO,Low & middle income,$609.72
LMY,1978,GDP per capita (current US$),XO,Low & middle income,$524.37
LMY,1977,GDP per capita (current US$),XO,Low & middle income,$493.11
LMY,1976,GDP per capita (current US$),XO,Low & middle income,$447.67
LMY,1975,GDP per capita (current US$),XO,Low & middle income,$425.61
LMY,1974,GDP per capita (current US$),XO,Low & middle income,$392.65
LMY,1973,GDP per capita (current US$),XO,Low & middle income,$316.03
LMY,1972,GDP per capita (current US$),XO,Low & middle income,$253.85
LMY,1971,GDP per capita (current US$),XO,Low & middle income,$232.11
LMY,1970,GDP per capita (current US$),XO,Low & middle income,$220.74
LMY,1969,GDP per capita (current US$),XO,Low & middle income,$206.17
LMY,1968,GDP per capita (current US$),XO,Low & middle income,$188.88
LMY,1967,GDP per capita (current US$),XO,Low & middle income,$183.21
LMY,1966,GDP per capita (current US$),XO,Low & middle income,$183.05
LMY,1965,GDP per capita (current US$),XO,Low & middle income,$180.83
LMY,1964,GDP per capita (current US$),XO,Low & middle income,$167.42
LMY,1963,GDP per capita (current US$),XO,Low & middle income,$153.05
LMY,1962,GDP per capita (current US$),XO,Low & middle income,$144.98
LMY,1961,GDP per capita (current US$),XO,Low & middle income,$144.00
LMY,1960,GDP per capita (current US$),XO,Low & middle income,$151.75
,2021,GDP per capita (current US$),XM,Low income,$783.81
,2020,GDP per capita (current US$),XM,Low income,$727.62
,2019,GDP per capita (current US$),XM,Low income,$741.35
,2018,GDP per capita (current US$),XM,Low income,$749.90
,2017,GDP per capita (current US$),XM,Low income,$853.58
,2016,GDP per capita (current US$),XM,Low income,$782.24
,2015,GDP per capita (current US$),XM,Low income,$765.61
,2014,GDP per capita (current US$),XM,Low income,$788.64
,2013,GDP per capita (current US$),XM,Low income,$757.34
,2012,GDP per capita (current US$),XM,Low income,$716.65
,2011,GDP per capita (current US$),XM,Low income,$722.26
,2010,GDP per capita (current US$),XM,Low income,$667.62
,2009,GDP per capita (current US$),XM,Low income,$614.88
,2008,GDP per capita (current US$),XM,Low income,$611.25
,2007,GDP per capita (current US$),XM,Low income,$534.54
,2006,GDP per capita (current US$),XM,Low income,$448.97
,2005,GDP per capita (current US$),XM,Low income,$394.76
,2004,GDP per capita (current US$),XM,Low income,$343.18
,2003,GDP per capita (current US$),XM,Low income,$303.15
,2002,GDP per capita (current US$),XM,Low income,$281.29
,2001,GDP per capita (current US$),XM,Low income,$268.83
,2000,GDP per capita (current US$),XM,Low income,$293.02
,1999,GDP per capita (current US$),XM,Low income,$250.97
,1998,GDP per capita (current US$),XM,Low income,$259.82
,1997,GDP per capita (current US$),XM,Low income,$273.11
,1996,GDP per capita (current US$),XM,Low income,$267.23
,1995,GDP per capita (current US$),XM,Low income,$268.57
,1994,GDP per capita (current US$),XM,Low income,$243.28
,1993,GDP per capita (current US$),XM,Low income,$285.30
,1992,GDP per capita (current US$),XM,Low income,$289.73
,1991,GDP per capita (current US$),XM,Low income,$465.41
,1990,GDP per capita (current US$),XM,Low income,$434.57
,1989,GDP per capita (current US$),XM,Low income,$374.58
,1988,GDP per capita (current US$),XM,Low income,$353.78
,1987,GDP per capita (current US$),XM,Low income,$324.20
,1986,GDP per capita (current US$),XM,Low income,$301.02
,1985,GDP per capita (current US$),XM,Low income,$271.63
,1984,GDP per capita (current US$),XM,Low income,$287.05
,1983,GDP per capita (current US$),XM,Low income,$309.46
,1982,GDP per capita (current US$),XM,Low income,$339.79
,1981,GDP per capita (current US$),XM,Low income,$342.99
,1980,GDP per capita (current US$),XM,Low income,$355.57
,1979,GDP per capita (current US$),XM,Low income,$338.81
,1978,GDP per capita (current US$),XM,Low income,$313.77
,1977,GDP per capita (current US$),XM,Low income,$293.15
,1976,GDP per capita (current US$),XM,Low income,$261.92
,1975,GDP per capita (current US$),XM,Low income,$258.26
,1974,GDP per capita (current US$),XM,Low income,$234.29
,1973,GDP per capita (current US$),XM,Low income,$199.42
,1972,GDP per capita (current US$),XM,Low income,$168.82
,1971,GDP per capita (current US$),XM,Low income,$156.49
,1970,GDP per capita (current US$),XM,Low income,$148.08
,1969,GDP per capita (current US$),XM,Low income,$146.28
,1968,GDP per capita (current US$),XM,Low income,$132.94
,1967,GDP per capita (current US$),XM,Low income,$129.40
,1966,GDP per capita (current US$),XM,Low income,$135.58
,1965,GDP per capita (current US$),XM,Low income,$127.64
,1964,GDP per capita (current US$),XM,Low income,$111.64
,1963,GDP per capita (current US$),XM,Low income,$137.99
,1962,GDP per capita (current US$),XM,Low income,$114.42
,1961,GDP per capita (current US$),XM,Low income,$107.36
,1960,GDP per capita (current US$),XM,Low income,$108.88
,2021,GDP per capita (current US$),XN,Lower middle income,"$2,572.71"
,2020,GDP per capita (current US$),XN,Lower middle income,"$2,268.98"
,2019,GDP per capita (current US$),XN,Lower middle income,"$2,386.49"
,2018,GDP per capita (current US$),XN,Lower middle income,"$2,323.93"
,2017,GDP per capita (current US$),XN,Lower middle income,"$2,297.95"
,2016,GDP per capita (current US$),XN,Lower middle income,"$2,169.42"
,2015,GDP per capita (current US$),XN,Lower middle income,"$2,088.22"
,2014,GDP per capita (current US$),XN,Lower middle income,"$2,176.24"
,2013,GDP per capita (current US$),XN,Lower middle income,"$2,118.64"
,2012,GDP per capita (current US$),XN,Lower middle income,"$2,115.54"
,2011,GDP per capita (current US$),XN,Lower middle income,"$2,047.90"
,2010,GDP per capita (current US$),XN,Lower middle income,"$1,809.06"
,2009,GDP per capita (current US$),XN,Lower middle income,"$1,502.72"
,2008,GDP per capita (current US$),XN,Lower middle income,"$1,499.25"
,2007,GDP per capita (current US$),XN,Lower middle income,"$1,345.71"
,2006,GDP per capita (current US$),XN,Lower middle income,"$1,113.74"
,2005,GDP per capita (current US$),XN,Lower middle income,$955.44
,2004,GDP per capita (current US$),XN,Lower middle income,$837.13
,2003,GDP per capita (current US$),XN,Lower middle income,$735.10
,2002,GDP per capita (current US$),XN,Lower middle income,$651.42
,2001,GDP per capita (current US$),XN,Lower middle income,$619.69
,2000,GDP per capita (current US$),XN,Lower middle income,$618.14
,1999,GDP per capita (current US$),XN,Lower middle income,$598.75
,1998,GDP per capita (current US$),XN,Lower middle income,$564.91
,1997,GDP per capita (current US$),XN,Lower middle income,$630.28
,1996,GDP per capita (current US$),XN,Lower middle income,$628.01
,1995,GDP per capita (current US$),XN,Lower middle income,$572.56
,1994,GDP per capita (current US$),XN,Lower middle income,$514.39
,1993,GDP per capita (current US$),XN,Lower middle income,$487.06
,1992,GDP per capita (current US$),XN,Lower middle income,$493.39
,1991,GDP per capita (current US$),XN,Lower middle income,$479.79
,1990,GDP per capita (current US$),XN,Lower middle income,$519.63
,1989,GDP per capita (current US$),XN,Lower middle income,$493.60
,1988,GDP per capita (current US$),XN,Lower middle income,$505.22
